idCarta,nombreCarta,Imagen,Removal,Tempo Value,Good?,Control Value,textoCarta,costeCarta,baneada,numeroTesoro,valorAtaque,valorDefensa,porcentajeProbabilidad,flavorCarta,urlImagen,urlImagen1,urlImagen2,urlImagen3,urlImagen4,urlImagen5,urlImagen6,urlImagen7,urlImagen8,urlImagen9,urlImagen10,rulingCarta,expansion,tipo,tipo2,subtipo,subtipo2,subtipo3,subtipo4,rareza,,rareza,daños a la cara ,cuerpo,frenesí,guardián,envenenar ,interrumpir,mata una carta,curar,me descarta,predicción,roba carta,roba carta específica,perder vidas,evasión,ininterrumpible,vigía,aplastarme,aplasta,arrollar,realeza,ganar 5 vidas,acción rápida/sorpresivo,disipar,resguardo,crear ficha tesoro,hurto,descarta,muerte?,megalofobia?,daño electrico?,indestructible?,Estocada?,Invocacion,Sucubo y comandante,Veneno,flor,,,,,,,,,,,,
183,ALUCA CONDENADORA,,7/9,2,TRUE,,"Aparición en juego: Puedes condenar hasta una otra unidad aliada objetivo. Si lo haces, Predicción 1, luego roba una carta. Siempre que una unidad aliada sea condenada, ganas 2 vidas.",3,FALSE,,3,4,,,https://i.postimg.cc/1Rv3C1MN/ALUCA-CONDENADORA-COPIA.webp,https://i.postimg.cc/N0sLd6ZQ/aluca-condenadora.webp,,,,,,,,,,"El segundo efecto, al decir ""unidad aliada"", hace referencia a una unidad que controlabamos y que estaba en el campo (caso contrario, diría ""carta de unidad"").","{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 15, 'nombreSubTipo': 'DEMONIO'}","{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}",,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
353,ALUMNO DE LA DESTRUCCION,,0/9,1,TRUE,,Aparición en juego: Hace 4 daños a la unidad rival objetivo. Predicción 1.,2,FALSE,,1,1,,,https://i.postimg.cc/sx56xztR/ALUMNO-DE-LA-DESTRUCCION-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 7, 'nombreSubTipo': 'MAGO'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
364,ALUMNO DE LA PROTECCION,,0/9,2.15,FALSE,,Evasión. Destruir: Interrumpe la orden de acción objetivo a menos que su controlador pague 1 de oro.,1,FALSE,,2,1,,,https://i.postimg.cc/xjmFtGqF/ALUMNO-DE-LA-PROTECCION-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 7, 'nombreSubTipo': 'MAGO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
184,ALUMNO INESPERADO,,0/9,1,FALSE,,Roba una carta por cada contador -1/-1 entre las unidades rivales.,4,FALSE,,,,,,https://i.postimg.cc/m2h2Kp6p/ALUMNO-INESPERADO-COPIA.webp,https://i.postimg.cc/85scS113/alumno-inesperado.webp,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,"{'idSubTipo': 16, 'nombreSubTipo': 'INSECTO'}","{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
78,AMIGA DE LOS ARBOLES,,0/9,1,FALSE,," Frenesí. Siempre que esta unidad haga daño de combate a un jugador, crea una copia de esta unidad.",2,FALSE,,2,1,,,https://i.postimg.cc/k5H7TZsV/AMIGA-DE-LOS-ARBOLES-copia.jpg,https://i.postimg.cc/g2BTjhz0/AMIGA-DE-LOS-ARBOLES.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 3, 'nombreSubTipo': 'ANIMAL'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
99,ANCIANA MAESTRA,,8/9,3.75,TRUE,,Aparición en juego: Pon en el campo de batalla hasta dos cartas de bruja objetivo de tu descarte con dos contadores +1/+1. Ganan Frenesí hasta el final del turno.,5,FALSE,,4,6,,,https://i.postimg.cc/k5GnF9Q3/ANCIANA-MAESTRA-copia.jpg,https://i.postimg.cc/43D2bThk/ANCIANA-MAESTRA.webp,https://i.postimg.cc/JhGRd0DV/ANCIANA-MAESTRA-copia.webp,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}",,,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",FALSE,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
457,"ANDREA, RITUALISTA DE LO OSCURO",,7/9,1.5,FALSE,,"Atracción. Sorpresivo. Resguardo: 1 oro y pierdes 2 vidas. Aparición en juego: Puedes destruir otra unidad aliada no ficha o descartar una carta de unidad. Si lo haces, regresa la carta de unidad no bruja objetivo de tu Descarte a la mano.",4,FALSE,1,2,6,,,https://i.postimg.cc/65dv9tvN/ANDREA-RITUALISTA-DE-LO-OSCURO-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}",,"{'idSubTipo': 13, 'nombreSubTipo': 'REALEZA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
458,ANILLOS DESVANECEDORES,,7/9,2,TRUE,,Disipar 4: Crea una ficha de tesoro. Revela un tesoro y muévelo a Tesoros Agotados.,3,FALSE,3,2,6,,,https://i.postimg.cc/sgmGhmm6/ANILLOS-DESVANECEDORES-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
459,ANIQUILADOR DE ESPERANZAS,,8/9,8.35,TRUE,,Arrollar. Ininterrumpible. Vigía. Resguardo: 1 oro y te hace 2 daños. Aparición en juego: Elige 2: -Cada oponente destruye sus dos unidades de menor resistencia. -Aplasta hasta un tesoro agotado rival de cada oponente. -Hace 7 daños a cada oponente.,7,FALSE,3,7,6,,,https://i.postimg.cc/hGGzbm3S/ANIQUILADOR-DE-ESPERANZAS-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 18, 'nombreSubTipo': 'GIGANTE'}",,,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
185,ANTIGUO APRENDIZ DE KYLE,,4/9,3.25,TRUE,,Curar. Aparición en juego: Condena otra unidad objetivo. Regrésala al campo de inicio de la próxima fase final.,2,FALSE,,2,3,,,https://i.postimg.cc/bNMNP07y/ANTIGUO-APRENDIZ-DE-KYLE-COPIA.webp,https://i.postimg.cc/QM05j00Y/antiguo-de-regional.png,,,,,,,,,,"El efecto de regresar a la unidad al campo dispara en el averno, por lo tanto es un efecto fuera de juego. Dicho efecto dispara aunque esta unidad ya no esté en juego al inicio de la fase final.","{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 17, 'nombreSubTipo': 'MONJE'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
460,APARICION DEL TEMPLO DE ROCA,,7/9,2,FALSE,,"Al inicio de tu fase final, elige 1 que no fue elegida aún: -Gana un contador +1/+1. -Revela un tesoro y muévelo a Tesoros Agotados. -Roba una carta.",4,FALSE,,3,4,,,https://i.postimg.cc/63k8Xm63/APARICION-DEL-TEMPLO-DE-ROCA-copia.webp,,,,,,,,,,,"Aunque el efecto se cancele, se considera que el deseo elegido ya ha sido elegido.","{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 20, 'nombreSubTipo': 'DJINN'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
461,APICULTOR DEL PUEBLO,,0/9,1,FALSE,,Derrotado: La unidad rival objetivo con mayor fuerza gana dos contadores -1/-1.,1,FALSE,,2,1,,,https://i.postimg.cc/NM9KZccS/APICULTOR-DEL-PUEBLO-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 16, 'nombreSubTipo': 'INSECTO'}","{'idSubTipo': 19, 'nombreSubTipo': 'ENANO'}",,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
462,APLASTANDO VOLUNTADES,,0/9,2.25,FALSE,,Destruye todas las unidades de resistencia 3 o menos.,4,FALSE,,2,1,,,https://i.postimg.cc/HLPJSLfb/APLASTANDO-VOLUNTADES-copia.webp,,,,,,,,,,,MI APLASTARRRRRR,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,"{'idSubTipo': 14, 'nombreSubTipo': 'COMUN'}","{'idSubTipo': 18, 'nombreSubTipo': 'GIGANTE'}",,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
463,APLASTATROPAS,,8/9,3.6,FALSE,,Arrollar. Aparición en juego: Aplasta 1. Elige 1 (dispara solo si fue jugado de tu mano): -Destruye la unidad rival objetivo de resistencia 2 o menos. -Hace 2 daños a cada oponente.,3,FALSE,,4,4,,,https://i.postimg.cc/j2yLd4Ch/APLASTATROPAS-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 18, 'nombreSubTipo': 'GIGANTE'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
308,APRENDIZ DE CONJUROS,,1/9,1,TRUE,,Sorpresivo. Aparición en juego: Crea una ficha libro.,1,FALSE,,1,2,,,https://i.postimg.cc/YqwDV4W2/APRENDIZ-DE-CONJUROS-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 7, 'nombreSubTipo': 'MAGO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
186,ARACNOBAJO,,1/9,1,FALSE,,"Envenena (Siempre que haga daño a otra unidad, la envenena).",2,FALSE,,2,2,,,https://i.postimg.cc/V6DmVX9c/ARACNOBAJO-COPIA.webp,https://i.postimg.cc/YSzgj6m9/ARACNOBAJO-copia.jpg,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 16, 'nombreSubTipo': 'INSECTO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
464,ARACNOTANQUE,,8/9,2.25,TRUE,,Pedramancia 2. Arrollar. Frenesí. Resguardo: 1 de oro. Aparición en juego: Regresa la carta de monumento objetivo de coste 2 o menos de tu Descarte al campo.,5,FALSE,,5,5,,,https://i.postimg.cc/gchwDm46/ARACNOTANQUE-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}","{'idSubTipo': 19, 'nombreSubTipo': 'ENANO'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
108,ARBOL ANCIANO,,8/9,1,TRUE,,"Indestructible. Siempre que otra unidad entre al campo de batalla bajo tu control, convierte esa unidad en un elemental 5/5 con todas sus habilidades.",5,FALSE,,0,7,,,https://i.postimg.cc/MTjqND39/ARBOL-ANCIANO-copia.jpg,https://i.postimg.cc/Jzsz26Kv/Full-art-Arbol-anciano-copia.jpg,https://i.postimg.cc/htPGhPS2/arbol.webp,https://i.postimg.cc/qvbvKVq4/arbol-full-art.webp,https://i.postimg.cc/hGmwbjKx/ethernalarbol.webp,https://i.postimg.cc/ZncfSBs4/ARBOL-ANCIANO.webp,,,,,,Convertir significa que la unidad en juego pasa a tener otro subtipo distinto. No se vuelve a jugar ni se considera como que entra en juego al convertir.,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 8, 'nombreSubTipo': 'ELEMENTAL'}",,,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
558,ARBOL ARRANCADO,,0/9,0,FALSE,,"Durabilidad: 2. Equipar: 1 de oro. Siempre que la unidad equipada ataque o declare luchador, gana +X/+0 hasta el final del turno, siendo X su fuerza.",1,FALSE,,0,0,,,https://i.postimg.cc/FsQYC8nC/ARBOL-ARRANCADO-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 29, 'nombreTipo': 'ARMA'}",,"{'idSubTipo': 18, 'nombreSubTipo': 'GIGANTE'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
187,ARBOL DE SALVIA VIGORIZANTE,,0/9,0,FALSE,,"Una vez por turno, puedes erosionar para que los insectos aliados ganen +1/+0 y Envenena hasta el final del turno. Erosión 2.",3,FALSE,,,,,,https://i.postimg.cc/DwXfwJhq/ARBOL-DE-SALVIA-VIGORIZANTE-COPIA.webp,,,,,,,,,,,"La habilidad ""Envenena"" es acumulable: una unidad con ""Envenena"" puede ganar la habilidad nuevamente. En ese caso, al dañar otra criatura, la envenenaría aplicándole 2 contadores -1-1 (uno por cada instancia de ""Envenena"")","{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}",,"{'idSubTipo': 16, 'nombreSubTipo': 'INSECTO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
466,ARIETE DE GUERRA,,8/9,1.25,TRUE,,Agotar: La unidad objetivo gana Arrollar hasta el final del turno.,0,FALSE,0,5,5,,,https://i.postimg.cc/7YMfF9FH/ARIETE-DE-GUERRA-copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
467,ARIETE FURTIVO,,8/9,2.25,TRUE,,Pedramancia 1. Arrollar. Frenesí. Resguardo: 1 de oro.,3,FALSE,0,4,4,,,https://i.postimg.cc/YCrhMg71/ARIETE-FURTIVO-copia.webp,,,,,,,,,,,"Como coste adicional, condena X unidades aliadas de fuerza 1 o menos. Derrotado: Regresa esas unidades al campo.","{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}","{'idSubTipo': 19, 'nombreSubTipo': 'ENANO'}",,,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
85,ARLEQUIN DE LA CORONA,,1/9,3,TRUE,,(Esta carta es todos los subtipos de unidad en todo momento). Aparición en juego: Elige 1: - El jugador objetivo descarta una carta. - Roba una carta.,2,FALSE,,1,2,,,https://i.postimg.cc/KjSx2Mdx/ARLEQUIN-DE-LA-CORONA-copia.jpg,https://i.postimg.cc/BQ3b9BR9/arlequin.webp,https://i.postimg.cc/QM9nTMCJ/ARLEQUIN-DE-LA-CORONA.webp,,,,,,,,,"Es todos los tipos de unidad, por lo tanto puede ir en cualquier mazo.","{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 10, 'nombreSubTipo': 'MIMETICO'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
